# Medium body (blockage 2/9) 
#
# The file contains PIV data for a turbulent pipe flow past a body of revolution on the centerline.
# Geometry of the body and details of the experiment can be found in:  
#
#   L. Ding, T. Saxton-Fox, M. Hultmark, and A. J. Smits 
#   Effects of pressure gradients and streamline curvature on the statistics of a turbulent pipe flow. 
#   In 11th International Symposium on Turbulence and Shear Flow Phenomena, Southampton, UK, 2019 
#
# Paramters of the fully-developed pipe flow upstream of the body: 
#
#   Pipe diameter, D = 38.1 mm 
#   Bulk velocity, Ub = 4.1 m/s 
#   Friction velocity, utau = 0.186 m/s 
#   Kinematic viscosity, nu = 1.0035e-06 m^2/s 
#   Bulk Reynolds number, Re_D = 156,000 
#   Friction Reynolds number, Re_tau = 3,550 
#
# In the data below, Ux and Ur are normalized by Ub, and <ux^2>, <ur^2> and <uxur> are normalized by utau^2. 
#
# x/R r/R y/R Ux Ur <ux^2> <ur^2> <uxur> 
12.6667 0.1181 0.8819 0.3686 -0.0541 2.1544 0.9322 -0.8233 
12.6667 0.1076 0.8924 0.3377 -0.0520 1.9649 0.8877 -0.7554 
12.6667 0.0971 0.9029 0.3081 -0.0497 1.7825 0.8346 -0.6870 
12.6667 0.0866 0.9134 0.2806 -0.0475 1.6237 0.7833 -0.6201 
12.6667 0.0761 0.9239 0.2551 -0.0453 1.4696 0.7321 -0.5464 
12.6667 0.0656 0.9344 0.2315 -0.0429 1.3442 0.6936 -0.4768 
12.6667 0.0551 0.9449 0.2092 -0.0402 1.2871 0.6972 -0.4131 
12.6667 0.0446 0.9554 0.1877 -0.0368 1.1531 0.6660 -0.3122 
12.6667 0.0341 0.9659 0.1695 -0.0327 0.9396 0.5953 -0.1882 
12.6667 0.0236 0.9764 0.1478 -0.0260 0.7417 0.5108 -0.1209 
12.9167 0.9790 0.0210 0.6644 0.0022 7.1376 0.6383 0.7539 
12.9167 0.9685 0.0315 0.7125 0.0002 7.8758 0.9244 1.0064 
12.9167 0.9580 0.0420 0.7499 -0.0009 8.4974 1.1613 1.1980 
12.9167 0.9475 0.0525 0.7824 -0.0016 8.9188 1.2970 1.3123 
12.9167 0.9370 0.0630 0.8128 -0.0027 9.1843 1.3541 1.3641 
12.9167 0.9265 0.0735 0.8421 -0.0027 9.3339 1.3810 1.3793 
12.9167 0.9160 0.0840 0.8698 -0.0005 9.3735 1.4119 1.3957 
12.9167 0.9055 0.0945 0.8957 -0.0001 9.3015 1.4313 1.3970 
12.9167 0.8950 0.1050 0.9199 -0.0028 9.1588 1.4138 1.3495 
12.9167 0.8845 0.1155 0.9423 -0.0042 8.9757 1.3739 1.2691 
12.9167 0.8740 0.1260 0.9632 -0.0034 8.7537 1.3383 1.1913 
12.9167 0.8635 0.1365 0.9827 -0.0034 8.4958 1.3180 1.1386 
12.9167 0.8530 0.1470 1.0013 -0.0042 8.2107 1.2991 1.1034 
12.9167 0.8425 0.1575 1.0187 -0.0047 7.9357 1.2722 1.0736 
12.9167 0.8320 0.1680 1.0350 -0.0057 7.6945 1.2449 1.0383 
12.9167 0.8215 0.1785 1.0503 -0.0075 7.4613 1.2042 0.9854 
12.9167 0.8110 0.1890 1.0642 -0.0088 7.2355 1.1467 0.9285 
12.9167 0.8005 0.1995 1.0767 -0.0088 7.0188 1.1035 0.8919 
12.9167 0.7900 0.2100 1.0880 -0.0097 6.7943 1.0741 0.8660 
12.9167 0.7795 0.2205 1.0984 -0.0120 6.5625 1.0324 0.8230 
12.9167 0.7690 0.2310 1.1088 -0.0139 6.3275 0.9915 0.7764 
12.9167 0.7585 0.2415 1.1194 -0.0139 6.0917 0.9605 0.7431 
12.9167 0.7480 0.2520 1.1296 -0.0128 5.8413 0.9214 0.7055 
12.9167 0.7375 0.2625 1.1397 -0.0122 5.5848 0.8816 0.6696 
12.9167 0.7270 0.2730 1.1490 -0.0120 5.3371 0.8502 0.6358 
12.9167 0.7165 0.2835 1.1571 -0.0127 5.0864 0.8191 0.5988 
12.9167 0.7060 0.2940 1.1641 -0.0141 4.8378 0.7869 0.5643 
12.9167 0.6955 0.3045 1.1703 -0.0150 4.6024 0.7650 0.5363 
12.9167 0.6850 0.3150 1.1756 -0.0150 4.3676 0.7394 0.5066 
12.9167 0.6745 0.3255 1.1805 -0.0157 4.1351 0.7001 0.4704 
12.9167 0.6640 0.3360 1.1857 -0.0173 3.9197 0.6647 0.4341 
12.9167 0.6535 0.3465 1.1909 -0.0178 3.7187 0.6346 0.4017 
12.9167 0.6430 0.3570 1.1961 -0.0173 3.5302 0.6043 0.3716 
12.9167 0.6325 0.3675 1.2013 -0.0179 3.3477 0.5717 0.3375 
12.9167 0.6220 0.3780 1.2060 -0.0191 3.1689 0.5426 0.3011 
12.9167 0.6115 0.3885 1.2097 -0.0196 2.9955 0.5212 0.2697 
12.9167 0.6010 0.3990 1.2125 -0.0197 2.8331 0.5004 0.2376 
12.9167 0.5906 0.4094 1.2144 -0.0197 2.6794 0.4832 0.2055 
12.9167 0.5801 0.4199 1.2159 -0.0213 2.5442 0.4708 0.1757 
12.9167 0.5696 0.4304 1.2172 -0.0234 2.4169 0.4572 0.1441 
12.9167 0.5591 0.4409 1.2186 -0.0246 2.2888 0.4454 0.1120 
12.9167 0.5486 0.4514 1.2204 -0.0251 2.1644 0.4388 0.0800 
12.9167 0.5381 0.4619 1.2221 -0.0248 2.0613 0.4336 0.0493 
12.9167 0.5276 0.4724 1.2229 -0.0241 1.9817 0.4281 0.0211 
12.9167 0.5171 0.4829 1.2225 -0.0246 1.9089 0.4241 -0.0089 
12.9167 0.5066 0.4934 1.2209 -0.0266 1.8363 0.4197 -0.0429 
12.9167 0.4961 0.5039 1.2182 -0.0282 1.7743 0.4157 -0.0799 
12.9167 0.4856 0.5144 1.2150 -0.0282 1.7338 0.4157 -0.1198 
12.9167 0.4751 0.5249 1.2114 -0.0273 1.7167 0.4188 -0.1605 
12.9167 0.4646 0.5354 1.2075 -0.0270 1.7207 0.4247 -0.2029 
12.9167 0.4541 0.5459 1.2028 -0.0279 1.7460 0.4359 -0.2500 
12.9167 0.4436 0.5564 1.1971 -0.0293 1.7928 0.4542 -0.2993 
12.9167 0.4331 0.5669 1.1900 -0.0307 1.8545 0.4797 -0.3519 
12.9167 0.4226 0.5774 1.1812 -0.0319 1.9346 0.5089 -0.4084 
12.9167 0.4121 0.5879 1.1715 -0.0330 2.0428 0.5389 -0.4650 
12.9167 0.4016 0.5984 1.1611 -0.0339 2.1720 0.5690 -0.5257 
12.9167 0.3911 0.6089 1.1499 -0.0342 2.3071 0.6030 -0.5899 
12.9167 0.3806 0.6194 1.1367 -0.0342 2.4409 0.6409 -0.6478 
12.9167 0.3701 0.6299 1.1216 -0.0342 2.5740 0.6792 -0.7036 
12.9167 0.3596 0.6404 1.1059 -0.0350 2.6910 0.7275 -0.7619 
12.9167 0.3491 0.6509 1.0901 -0.0363 2.7929 0.7728 -0.8156 
12.9167 0.3386 0.6614 1.0737 -0.0371 2.8963 0.8117 -0.8603 
12.9167 0.3281 0.6719 1.0556 -0.0378 3.0006 0.8515 -0.9045 
12.9167 0.3176 0.6824 1.0360 -0.0383 3.0909 0.8958 -0.9496 
12.9167 0.3071 0.6929 1.0153 -0.0386 3.1727 0.9366 -0.9871 
12.9167 0.2966 0.7034 0.9938 -0.0387 3.2501 0.9742 -1.0263 
12.9167 0.2861 0.7139 0.9707 -0.0379 3.3239 1.0143 -1.0687 
12.9167 0.2756 0.7244 0.9460 -0.0368 3.3842 1.0482 -1.1025 
12.9167 0.2651 0.7349 0.9197 -0.0362 3.4049 1.0753 -1.1236 
12.9167 0.2546 0.7454 0.8925 -0.0357 3.4000 1.1068 -1.1378 
12.9167 0.2441 0.7559 0.8645 -0.0346 3.4055 1.1346 -1.1544 
12.9167 0.2336 0.7664 0.8357 -0.0338 3.4146 1.1523 -1.1646 
12.9167 0.2231 0.7769 0.8058 -0.0340 3.4183 1.1703 -1.1732 
12.9167 0.2126 0.7874 0.7749 -0.0344 3.4105 1.1863 -1.1795 
12.9167 0.2021 0.7979 0.7437 -0.0341 3.3870 1.1863 -1.1747 
12.9167 0.1916 0.8084 0.7127 -0.0324 3.3262 1.1755 -1.1510 
12.9167 0.1811 0.8189 0.6816 -0.0312 3.2548 1.1703 -1.1268 
12.9167 0.1706 0.8294 0.6503 -0.0314 3.1626 1.1631 -1.1036 
12.9167 0.1601 0.8399 0.6192 -0.0315 3.0568 1.1511 -1.0759 
12.9167 0.1496 0.8504 0.5895 -0.0305 2.9622 1.1225 -1.0424 
12.9167 0.1391 0.8609 0.5610 -0.0285 2.8620 1.0837 -1.0013 
12.9167 0.1286 0.8714 0.5330 -0.0266 2.7280 1.0497 -0.9544 
12.9167 0.1181 0.8819 0.5055 -0.0256 2.5758 1.0241 -0.9047 
12.9167 0.1076 0.8924 0.4793 -0.0250 2.4161 0.9986 -0.8541 
12.9167 0.0971 0.9029 0.4551 -0.0242 2.2267 0.9585 -0.7921 
12.9167 0.0866 0.9134 0.4329 -0.0232 2.0218 0.9056 -0.7116 
12.9167 0.0761 0.9239 0.4129 -0.0217 1.8315 0.8510 -0.6255 
12.9167 0.0656 0.9344 0.3951 -0.0196 1.6401 0.8008 -0.5388 
12.9167 0.0551 0.9449 0.3790 -0.0181 1.4439 0.7612 -0.4502 
12.9167 0.0446 0.9554 0.3647 -0.0173 1.2766 0.7294 -0.3670 
12.9167 0.0341 0.9659 0.3525 -0.0166 1.1388 0.6997 -0.2841 
12.9167 0.0236 0.9764 0.3427 -0.0155 1.0207 0.6714 -0.1940 
13.1667 0.9790 0.0210 0.6668 0.0018 6.5269 0.5779 0.6915 
13.1667 0.9685 0.0315 0.7111 0.0014 7.1878 0.8199 0.9137 
13.1667 0.9580 0.0420 0.7466 0.0020 7.7640 1.0410 1.0971 
13.1667 0.9475 0.0525 0.7773 0.0025 8.2272 1.2114 1.2438 
13.1667 0.9370 0.0630 0.8060 0.0017 8.5812 1.3062 1.3205 
13.1667 0.9265 0.0735 0.8328 0.0016 8.7996 1.3444 1.3398 
13.1667 0.9160 0.0840 0.8583 0.0028 8.8899 1.3459 1.3404 
13.1667 0.9055 0.0945 0.8836 0.0029 8.9039 1.3553 1.3295 
13.1667 0.8950 0.1050 0.9081 0.0013 8.8555 1.3662 1.3038 
13.1667 0.8845 0.1155 0.9309 -0.0008 8.7224 1.3514 1.2604 
13.1667 0.8740 0.1260 0.9517 -0.0023 8.5305 1.3157 1.2071 
13.1667 0.8635 0.1365 0.9707 -0.0031 8.3158 1.2719 1.1524 
13.1667 0.8530 0.1470 0.9881 -0.0025 8.1069 1.2433 1.1096 
13.1667 0.8425 0.1575 1.0047 -0.0012 7.9201 1.2307 1.0866 
13.1667 0.8320 0.1680 1.0211 -0.0009 7.7163 1.2085 1.0658 
13.1667 0.8215 0.1785 1.0368 -0.0009 7.4724 1.1799 1.0308 
13.1667 0.8110 0.1890 1.0516 -0.0011 7.2188 1.1472 0.9797 
13.1667 0.8005 0.1995 1.0659 -0.0023 6.9586 1.0988 0.9157 
13.1667 0.7900 0.2100 1.0799 -0.0037 6.6997 1.0462 0.8520 
13.1667 0.7795 0.2205 1.0924 -0.0055 6.4804 1.0017 0.8006 
13.1667 0.7690 0.2310 1.1028 -0.0073 6.2822 0.9592 0.7544 
13.1667 0.7585 0.2415 1.1118 -0.0074 6.0578 0.9181 0.7038 
13.1667 0.7480 0.2520 1.1210 -0.0064 5.8144 0.8813 0.6550 
13.1667 0.7375 0.2625 1.1305 -0.0057 5.5599 0.8440 0.6166 
13.1667 0.7270 0.2730 1.1390 -0.0058 5.2883 0.8090 0.5846 
13.1667 0.7165 0.2835 1.1468 -0.0059 5.0325 0.7737 0.5484 
13.1667 0.7060 0.2940 1.1548 -0.0053 4.8013 0.7387 0.5142 
13.1667 0.6955 0.3045 1.1621 -0.0053 4.5707 0.7140 0.4872 
13.1667 0.6850 0.3150 1.1684 -0.0060 4.3310 0.6979 0.4610 
13.1667 0.6745 0.3255 1.1745 -0.0068 4.1126 0.6791 0.4292 
13.1667 0.6640 0.3360 1.1805 -0.0075 3.9012 0.6533 0.3912 
13.1667 0.6535 0.3465 1.1858 -0.0091 3.6736 0.6246 0.3547 
13.1667 0.6430 0.3570 1.1907 -0.0111 3.4486 0.5943 0.3271 
13.1667 0.6325 0.3675 1.1953 -0.0118 3.2526 0.5635 0.3064 
13.1667 0.6220 0.3780 1.1994 -0.0111 3.0792 0.5388 0.2833 
13.1667 0.6115 0.3885 1.2030 -0.0105 2.9094 0.5207 0.2536 
13.1667 0.6010 0.3990 1.2057 -0.0103 2.7505 0.5044 0.2255 
13.1667 0.5906 0.4094 1.2083 -0.0101 2.6116 0.4909 0.2030 
13.1667 0.5801 0.4199 1.2111 -0.0097 2.4880 0.4751 0.1782 
13.1667 0.5696 0.4304 1.2131 -0.0097 2.3702 0.4553 0.1505 
13.1667 0.5591 0.4409 1.2143 -0.0104 2.2496 0.4350 0.1231 
13.1667 0.5486 0.4514 1.2155 -0.0120 2.1286 0.4199 0.0921 
13.1667 0.5381 0.4619 1.2164 -0.0144 2.0048 0.4132 0.0556 
13.1667 0.5276 0.4724 1.2167 -0.0157 1.8938 0.4095 0.0197 
13.1667 0.5171 0.4829 1.2167 -0.0158 1.8070 0.4045 -0.0123 
13.1667 0.5066 0.4934 1.2162 -0.0150 1.7385 0.3998 -0.0453 
13.1667 0.4961 0.5039 1.2150 -0.0138 1.6847 0.3987 -0.0795 
13.1667 0.4856 0.5144 1.2131 -0.0133 1.6489 0.3997 -0.1143 
13.1667 0.4751 0.5249 1.2106 -0.0136 1.6321 0.4007 -0.1495 
13.1667 0.4646 0.5354 1.2073 -0.0142 1.6319 0.4056 -0.1884 
13.1667 0.4541 0.5459 1.2030 -0.0154 1.6525 0.4169 -0.2340 
13.1667 0.4436 0.5564 1.1976 -0.0168 1.6971 0.4316 -0.2836 
13.1667 0.4331 0.5669 1.1908 -0.0173 1.7595 0.4512 -0.3331 
13.1667 0.4226 0.5774 1.1828 -0.0167 1.8385 0.4780 -0.3824 
13.1667 0.4121 0.5879 1.1736 -0.0162 1.9380 0.5062 -0.4316 
13.1667 0.4016 0.5984 1.1634 -0.0162 2.0505 0.5328 -0.4788 
13.1667 0.3911 0.6089 1.1522 -0.0159 2.1663 0.5604 -0.5259 
13.1667 0.3806 0.6194 1.1406 -0.0159 2.2866 0.5893 -0.5759 
13.1667 0.3701 0.6299 1.1290 -0.0167 2.4138 0.6241 -0.6304 
13.1667 0.3596 0.6404 1.1171 -0.0179 2.5443 0.6664 -0.6881 
13.1667 0.3491 0.6509 1.1036 -0.0187 2.6740 0.7085 -0.7449 
13.1667 0.3386 0.6614 1.0881 -0.0189 2.7976 0.7475 -0.8006 
13.1667 0.3281 0.6719 1.0706 -0.0191 2.9139 0.7845 -0.8523 
13.1667 0.3176 0.6824 1.0516 -0.0200 3.0187 0.8254 -0.8960 
13.1667 0.3071 0.6929 1.0317 -0.0215 3.0999 0.8701 -0.9306 
13.1667 0.2966 0.7034 1.0109 -0.0229 3.1887 0.9092 -0.9670 
13.1667 0.2861 0.7139 0.9896 -0.0232 3.2798 0.9449 -1.0037 
13.1667 0.2756 0.7244 0.9678 -0.0223 3.3408 0.9752 -1.0370 
13.1667 0.2651 0.7349 0.9449 -0.0205 3.3855 1.0023 -1.0625 
13.1667 0.2546 0.7454 0.9205 -0.0191 3.4454 1.0306 -1.0829 
13.1667 0.2441 0.7559 0.8949 -0.0188 3.5097 1.0574 -1.1037 
13.1667 0.2336 0.7664 0.8684 -0.0187 3.5674 1.0797 -1.1257 
13.1667 0.2231 0.7769 0.8414 -0.0189 3.5894 1.0995 -1.1366 
13.1667 0.2126 0.7874 0.8141 -0.0192 3.5592 1.1045 -1.1290 
13.1667 0.2021 0.7979 0.7862 -0.0191 3.5404 1.0901 -1.1214 
13.1667 0.1916 0.8084 0.7578 -0.0184 3.5284 1.0818 -1.1094 
13.1667 0.1811 0.8189 0.7297 -0.0177 3.4679 1.0644 -1.0762 
13.1667 0.1706 0.8294 0.7019 -0.0174 3.3510 1.0316 -1.0357 
13.1667 0.1601 0.8399 0.6742 -0.0170 3.2375 1.0090 -1.0057 
13.1667 0.1496 0.8504 0.6470 -0.0163 3.1442 0.9929 -0.9751 
13.1667 0.1391 0.8609 0.6205 -0.0154 3.0333 0.9717 -0.9368 
13.1667 0.1286 0.8714 0.5954 -0.0146 2.8829 0.9481 -0.8912 
13.1667 0.1181 0.8819 0.5721 -0.0141 2.7076 0.9237 -0.8349 
13.1667 0.1076 0.8924 0.5500 -0.0134 2.5325 0.8859 -0.7676 
13.1667 0.0971 0.9029 0.5292 -0.0127 2.3546 0.8432 -0.6991 
13.1667 0.0866 0.9134 0.5099 -0.0122 2.1772 0.8063 -0.6338 
13.1667 0.0761 0.9239 0.4921 -0.0117 2.0059 0.7681 -0.5676 
13.1667 0.0656 0.9344 0.4758 -0.0116 1.8234 0.7249 -0.4952 
13.1667 0.0551 0.9449 0.4610 -0.0115 1.6468 0.6877 -0.4204 
13.1667 0.0446 0.9554 0.4483 -0.0112 1.4996 0.6617 -0.3504 
13.1667 0.0341 0.9659 0.4382 -0.0109 1.3639 0.6380 -0.2793 
13.1667 0.0236 0.9764 0.4303 -0.0104 1.2431 0.6152 -0.1992 
13.4167 0.9790 0.0210 0.6702 0.0034 6.0962 0.5828 0.6728 
13.4167 0.9685 0.0315 0.7126 0.0009 6.6782 0.8289 0.8709 
13.4167 0.9580 0.0420 0.7470 -0.0001 7.2540 1.0448 1.0418 
13.4167 0.9475 0.0525 0.7771 0.0006 7.7350 1.2075 1.1861 
13.4167 0.9370 0.0630 0.8053 0.0019 8.1199 1.3111 1.2801 
13.4167 0.9265 0.0735 0.8315 0.0031 8.3914 1.3535 1.3263 
13.4167 0.9160 0.0840 0.8561 0.0035 8.5324 1.3703 1.3456 
13.4167 0.9055 0.0945 0.8797 0.0024 8.5968 1.4019 1.3503 
13.4167 0.8950 0.1050 0.9023 0.0015 8.6215 1.4252 1.3472 
13.4167 0.8845 0.1155 0.9236 0.0012 8.5857 1.4335 1.3427 
13.4167 0.8740 0.1260 0.9433 -0.0000 8.4783 1.4265 1.3167 
13.4167 0.8635 0.1365 0.9618 -0.0004 8.2969 1.3834 1.2581 
13.4167 0.8530 0.1470 0.9797 0.0009 8.0835 1.3278 1.1885 
13.4167 0.8425 0.1575 0.9970 0.0016 7.8774 1.2929 1.1258 
13.4167 0.8320 0.1680 1.0133 0.0007 7.6345 1.2655 1.0745 
13.4167 0.8215 0.1785 1.0289 -0.0004 7.3589 1.2407 1.0352 
13.4167 0.8110 0.1890 1.0434 -0.0010 7.1328 1.2161 0.9956 
13.4167 0.8005 0.1995 1.0567 -0.0013 6.9401 1.1604 0.9427 
13.4167 0.7900 0.2100 1.0697 -0.0013 6.7219 1.0873 0.8926 
13.4167 0.7795 0.2205 1.0828 -0.0022 6.4801 1.0385 0.8557 
13.4167 0.7690 0.2310 1.0954 -0.0036 6.2219 1.0082 0.8120 
13.4167 0.7585 0.2415 1.1066 -0.0037 5.9577 0.9820 0.7665 
13.4167 0.7480 0.2520 1.1160 -0.0010 5.7177 0.9488 0.7342 
13.4167 0.7375 0.2625 1.1246 0.0027 5.5019 0.9046 0.6964 
13.4167 0.7270 0.2730 1.1332 0.0027 5.2831 0.8707 0.6492 
13.4167 0.7165 0.2835 1.1412 -0.0009 5.0655 0.8454 0.6013 
13.4167 0.7060 0.2940 1.1481 -0.0029 4.8418 0.8140 0.5552 
13.4167 0.6955 0.3045 1.1537 -0.0031 4.6151 0.7806 0.5185 
13.4167 0.6850 0.3150 1.1587 -0.0047 4.3848 0.7551 0.4880 
13.4167 0.6745 0.3255 1.1639 -0.0067 4.1595 0.7329 0.4582 
13.4167 0.6640 0.3360 1.1696 -0.0071 3.9528 0.7128 0.4283 
13.4167 0.6535 0.3465 1.1755 -0.0064 3.7517 0.6837 0.3962 
13.4167 0.6430 0.3570 1.1813 -0.0058 3.5596 0.6414 0.3594 
13.4167 0.6325 0.3675 1.1867 -0.0050 3.3826 0.6057 0.3242 
13.4167 0.6220 0.3780 1.1913 -0.0046 3.2147 0.5852 0.2961 
13.4167 0.6115 0.3885 1.1954 -0.0048 3.0586 0.5684 0.2730 
13.4167 0.6010 0.3990 1.1992 -0.0047 2.9008 0.5499 0.2520 
13.4167 0.5906 0.4094 1.2025 -0.0043 2.7374 0.5298 0.2269 
13.4167 0.5801 0.4199 1.2050 -0.0045 2.5800 0.5083 0.1957 
13.4167 0.5696 0.4304 1.2070 -0.0059 2.4333 0.4852 0.1602 
13.4167 0.5591 0.4409 1.2093 -0.0067 2.2969 0.4624 0.1254 
13.4167 0.5486 0.4514 1.2117 -0.0068 2.1653 0.4496 0.0926 
13.4167 0.5381 0.4619 1.2139 -0.0074 2.0506 0.4449 0.0566 
13.4167 0.5276 0.4724 1.2156 -0.0079 1.9479 0.4439 0.0224 
13.4167 0.5171 0.4829 1.2162 -0.0078 1.8561 0.4444 -0.0094 
13.4167 0.5066 0.4934 1.2155 -0.0076 1.7832 0.4426 -0.0445 
13.4167 0.4961 0.5039 1.2137 -0.0076 1.7313 0.4354 -0.0802 
13.4167 0.4856 0.5144 1.2112 -0.0080 1.6996 0.4318 -0.1166 
13.4167 0.4751 0.5249 1.2085 -0.0084 1.6905 0.4377 -0.1576 
13.4167 0.4646 0.5354 1.2054 -0.0084 1.6973 0.4468 -0.2000 
13.4167 0.4541 0.5459 1.2017 -0.0080 1.7204 0.4546 -0.2414 
13.4167 0.4436 0.5564 1.1971 -0.0076 1.7609 0.4638 -0.2842 
13.4167 0.4331 0.5669 1.1913 -0.0080 1.8087 0.4791 -0.3295 
13.4167 0.4226 0.5774 1.1847 -0.0093 1.8724 0.5028 -0.3781 
13.4167 0.4121 0.5879 1.1774 -0.0105 1.9644 0.5301 -0.4306 
13.4167 0.4016 0.5984 1.1690 -0.0111 2.0728 0.5563 -0.4842 
13.4167 0.3911 0.6089 1.1590 -0.0108 2.1926 0.5824 -0.5369 
13.4167 0.3806 0.6194 1.1476 -0.0100 2.3165 0.6112 -0.5914 
13.4167 0.3701 0.6299 1.1348 -0.0092 2.4329 0.6430 -0.6446 
13.4167 0.3596 0.6404 1.1208 -0.0096 2.5544 0.6762 -0.6893 
13.4167 0.3491 0.6509 1.1059 -0.0113 2.6820 0.7072 -0.7287 
13.4167 0.3386 0.6614 1.0904 -0.0123 2.8025 0.7384 -0.7682 
13.4167 0.3281 0.6719 1.0744 -0.0119 2.9180 0.7790 -0.8117 
13.4167 0.3176 0.6824 1.0576 -0.0111 3.0315 0.8251 -0.8611 
13.4167 0.3071 0.6929 1.0397 -0.0104 3.1404 0.8701 -0.9114 
13.4167 0.2966 0.7034 1.0207 -0.0100 3.2542 0.9137 -0.9608 
13.4167 0.2861 0.7139 1.0006 -0.0097 3.3771 0.9572 -1.0038 
13.4167 0.2756 0.7244 0.9796 -0.0097 3.5036 0.9906 -1.0369 
13.4167 0.2651 0.7349 0.9571 -0.0114 3.6072 1.0118 -1.0591 
13.4167 0.2546 0.7454 0.9335 -0.0141 3.6783 1.0340 -1.0816 
13.4167 0.2441 0.7559 0.9097 -0.0150 3.7448 1.0574 -1.1037 
13.4167 0.2336 0.7664 0.8851 -0.0140 3.7965 1.0762 -1.1167 
13.4167 0.2231 0.7769 0.8596 -0.0132 3.8211 1.0911 -1.1228 
13.4167 0.2126 0.7874 0.8341 -0.0125 3.8227 1.0978 -1.1195 
13.4167 0.2021 0.7979 0.8091 -0.0113 3.7781 1.1008 -1.1113 
13.4167 0.1916 0.8084 0.7845 -0.0106 3.7279 1.1061 -1.1063 
13.4167 0.1811 0.8189 0.7594 -0.0103 3.6848 1.0984 -1.0898 
13.4167 0.1706 0.8294 0.7334 -0.0103 3.6171 1.0729 -1.0582 
13.4167 0.1601 0.8399 0.7075 -0.0098 3.5045 1.0348 -1.0110 
13.4167 0.1496 0.8504 0.6823 -0.0093 3.3508 1.0041 -0.9613 
13.4167 0.1391 0.8609 0.6587 -0.0093 3.1827 0.9804 -0.9163 
13.4167 0.1286 0.8714 0.6364 -0.0098 2.9958 0.9598 -0.8653 
13.4167 0.1181 0.8819 0.6150 -0.0098 2.8193 0.9322 -0.8129 
13.4167 0.1076 0.8924 0.5946 -0.0093 2.6555 0.8861 -0.7537 
13.4167 0.0971 0.9029 0.5757 -0.0093 2.4938 0.8380 -0.6887 
13.4167 0.0866 0.9134 0.5583 -0.0099 2.3281 0.7977 -0.6207 
13.4167 0.0761 0.9239 0.5420 -0.0102 2.1514 0.7589 -0.5512 
13.4167 0.0656 0.9344 0.5270 -0.0098 1.9739 0.7191 -0.4799 
13.4167 0.0551 0.9449 0.5136 -0.0090 1.8089 0.6800 -0.4078 
13.4167 0.0446 0.9554 0.5018 -0.0082 1.6590 0.6452 -0.3374 
13.4167 0.0341 0.9659 0.4918 -0.0077 1.5228 0.6184 -0.2624 
13.4167 0.0236 0.9764 0.4839 -0.0074 1.4019 0.6039 -0.1810 
13.6667 0.9790 0.0210 0.6758 0.0017 5.8574 0.5984 0.6507 
13.6667 0.9685 0.0315 0.7156 0.0012 6.3250 0.8682 0.8547 
13.6667 0.9580 0.0420 0.7481 0.0006 6.8095 1.0802 1.0139 
13.6667 0.9475 0.0525 0.7762 0.0013 7.2601 1.2437 1.1434 
13.6667 0.9370 0.0630 0.8023 0.0026 7.6149 1.3671 1.2507 
13.6667 0.9265 0.0735 0.8271 0.0037 7.8721 1.4159 1.3138 
13.6667 0.9160 0.0840 0.8510 0.0034 8.0513 1.4390 1.3369 
13.6667 0.9055 0.0945 0.8744 0.0027 8.1496 1.4468 1.3346 
13.6667 0.8950 0.1050 0.8964 0.0025 8.1829 1.4655 1.3331 
13.6667 0.8845 0.1155 0.9167 0.0029 8.1726 1.4998 1.3335 
13.6667 0.8740 0.1260 0.9362 0.0032 8.1353 1.4995 1.3161 
13.6667 0.8635 0.1365 0.9549 0.0026 8.0588 1.4703 1.2841 
13.6667 0.8530 0.1470 0.9722 0.0018 7.9155 1.4331 1.2337 
13.6667 0.8425 0.1575 0.9884 0.0024 7.7122 1.3839 1.1680 
13.6667 0.8320 0.1680 1.0041 0.0036 7.4912 1.3356 1.1167 
13.6667 0.8215 0.1785 1.0195 0.0030 7.2775 1.3030 1.0852 
13.6667 0.8110 0.1890 1.0342 0.0012 7.0561 1.2772 1.0559 
13.6667 0.8005 0.1995 1.0481 0.0005 6.8288 1.2230 1.0153 
13.6667 0.7900 0.2100 1.0606 0.0011 6.6188 1.1517 0.9624 
13.6667 0.7795 0.2205 1.0724 0.0016 6.4020 1.1003 0.9042 
13.6667 0.7690 0.2310 1.0839 0.0012 6.1610 1.0622 0.8464 
13.6667 0.7585 0.2415 1.0945 0.0006 5.9167 1.0282 0.7961 
13.6667 0.7480 0.2520 1.1045 0.0000 5.6548 0.9971 0.7501 
13.6667 0.7375 0.2625 1.1145 -0.0008 5.3789 0.9667 0.6975 
13.6667 0.7270 0.2730 1.1238 -0.0008 5.1263 0.9313 0.6431 
13.6667 0.7165 0.2835 1.1324 0.0005 4.8981 0.8908 0.5928 
13.6667 0.7060 0.2940 1.1407 0.0010 4.6809 0.8551 0.5414 
13.6667 0.6955 0.3045 1.1483 -0.0008 4.4621 0.8212 0.4960 
13.6667 0.6850 0.3150 1.1556 -0.0035 4.2372 0.7872 0.4600 
13.6667 0.6745 0.3255 1.1628 -0.0041 4.0245 0.7592 0.4320 
13.6667 0.6640 0.3360 1.1691 -0.0025 3.8475 0.7328 0.4072 
13.6667 0.6535 0.3465 1.1742 -0.0006 3.6856 0.7035 0.3775 
13.6667 0.6430 0.3570 1.1785 0.0004 3.5129 0.6751 0.3475 
